job_id,arrival_s,service_sec,gpu_count
406579#182,1227413.0,38641.0,8
406580#183,1227592.0,42.0,4
406581#184,1227892.0,19036.0,4
406582#185,1228073.0,1200.0,2
406584#186,1229273.0,1180.0,2
406587#187,1229577.0,1028.0,12
406588#188,1229883.0,87141.0,32
406589#189,1229883.0,107624.0,32
406590#190,1230969.0,175.0,8
406591#191,1231154.0,2588.0,24
406592#192,1231223.0,301.0,8
406593#193,1231241.0,107.0,8
406594#194,1231261.0,52491.0,8
406595#195,1231298.0,64031.0,8
406596#196,1231311.0,386.0,8
406597#197,1231551.0,190.0,8
406598#198,1231580.0,201.0,8
406599#199,1231601.0,211.0,8
406600#200,1231738.0,22101.0,8
406601#201,1231873.0,29491.0,8
406602#202,1231994.0,173.0,8
406605#203,1232036.0,166.0,8
406606#204,1232158.0,14950.0,8
406607#205,1232186.0,152.0,16
406608#206,1232387.0,88.0,2
406609#207,1232404.0,139.0,16
406610#208,1232430.0,21.0,8
406611#209,1232448.0,2.0,8
406612#210,1232460.0,195.0,4
406613#211,1232467.0,189.0,4
406614#212,1232474.0,220.0,16
406615#213,1232617.0,283.0,8
406616#214,1232630.0,6122.0,8
406617#215,1232719.0,77.0,2
406618#216,1232982.0,72.0,2
406619#217,1233171.0,66.0,2
406620#218,1233258.0,427.0,16
406622#220,1233311.0,1270.0,2
406623#221,1233328.0,16.0,4
406624#222,1233408.0,135.0,6
406625#223,1233443.0,137.0,16
406626#224,1233463.0,77.0,2
406627#225,1233468.0,92.0,8
406630#228,1233609.0,37918.0,6
406631#229,1233645.0,12865.0,8
406632#230,1233720.0,6.0,1
406633#231,1233727.0,111244.0,2
406635#232,1233759.0,124.0,1
406636#233,1233781.0,48.0,8
406639#235,1233978.0,112.0,2
406641#237,1234000.0,223.0,4
406643#239,1234239.0,124.0,1
406644#240,1234323.0,233.0,4
406645#241,1234419.0,111.0,1
406646#242,1234549.0,105.0,2
406647#243,1234644.0,172800.0,1
406648#244,1234687.0,172800.0,1
406650#246,1234702.0,107.0,2
406651#247,1234737.0,112.0,1
406652#248,1234796.0,117.0,2
406653#249,1234831.0,225.0,4
406655#251,1234874.0,119.0,1
406658#254,1234997.0,134.0,16
406659#255,1235046.0,41750.0,16
406660#256,1235102.0,97.0,2
406661#257,1235124.0,212.0,4
406666#262,1235415.0,96.0,1
406669#265,1235524.0,107.0,2
406670#266,1235533.0,2311.0,8
406671#267,1235606.0,5.0,2
406672#268,1235628.0,103.0,2
406675#271,1235659.0,18389.0,4
406676#272,1235773.0,27034.0,32
406677#273,1236032.0,1044.0,2
406679#275,1236503.0,242.0,1
406680#276,1236632.0,192.0,4
406681#277,1236783.0,8203.0,1
406682#278,1236871.0,52.0,1
406685#281,1237065.0,50.0,1
406686#282,1237084.0,40.0,1
406687#283,1237178.0,123.0,2
406688#284,1237182.0,75.0,1
406690#285,1237247.0,235.0,4
406691#286,1237260.0,54.0,8
406692#287,1237281.0,37402.0,16
406693#288,1237289.0,49.0,1
406695#289,1237343.0,110.0,1
406696#290,1237345.0,95.0,2
406698#291,1237371.0,22.0,8
406699#292,1237518.0,99.0,2
406700#293,1237554.0,52.0,8
406701#294,1237557.0,22.0,8
406702#295,1237563.0,49.0,1
406704#296,1237618.0,3241.0,8
406705#297,1237623.0,2.0,8
406706#298,1237656.0,8812.0,2
406707#299,1237671.0,136.0,8
406709#301,1237795.0,208.0,1
406710#302,1237819.0,29859.0,8
406711#303,1237823.0,27.0,8
406712#304,1237845.0,3088.0,8
406713#305,1237905.0,57.0,8
406714#306,1237936.0,173.0,8
406716#308,1238004.0,25.0,8
406718#309,1238071.0,46.0,1
406719#310,1238179.0,52.0,8
406721#311,1238294.0,178.0,8
406722#312,1238805.0,343.0,16
406723#313,1239064.0,11238.0,4
406725#315,1239854.0,198.0,40
406726#316,1239878.0,165.0,16
406728#318,1240006.0,45.0,1
406732#322,1240276.0,1179.0,40
406736#323,1240466.0,1.0,1
406740#325,1240553.0,84.0,1
406741#326,1240664.0,111.0,1
406742#327,1240806.0,108.0,1
406744#329,1240822.0,94.0,8
406745#330,1240854.0,33.0,8
406746#331,1240890.0,62.0,8
406747#332,1240933.0,2443.0,8
406748#333,1240957.0,98.0,1
406750#334,1241002.0,85.0,1
406751#335,1241117.0,87.0,1
406752#336,1241124.0,80.0,1
406753#337,1241143.0,117.0,1
406754#338,1241227.0,104.0,1
406755#339,1241277.0,103.0,1
406756#340,1241309.0,129.0,1
406757#341,1241352.0,119.0,1
406758#342,1241420.0,99.0,1
406759#343,1241459.0,203.0,40
406760#344,1241463.0,113.0,1
406761#345,1241548.0,90.0,1
406763#346,1241626.0,97.0,1
406764#347,1241651.0,96.0,1
406765#348,1241691.0,119.0,1
406766#349,1241703.0,170022.0,40
406767#350,1241737.0,92.0,1
406768#351,1241785.0,89.0,1
406769#352,1241810.0,74.0,1
406770#353,1241934.0,120.0,1
406771#354,1241972.0,53429.0,8
406772#355,1241973.0,3819.0,8
406773#356,1241985.0,95.0,1
406774#357,1241998.0,114.0,1
406775#358,1242103.0,180.0,4
406776#359,1242106.0,98.0,1
406777#360,1242220.0,104.0,1
406778#361,1242228.0,96.0,1
406779#362,1242290.0,108.0,1
406780#363,1242466.0,116.0,1
406781#364,1242486.0,585.0,4
406782#365,1242490.0,92.0,1
406783#366,1242499.0,103.0,1
406784#367,1242639.0,89.0,1
406785#368,1242647.0,81.0,1
406786#369,1242662.0,89.0,1
406787#370,1242818.0,87.0,1
406789#371,1242828.0,77.0,1
406791#372,1242837.0,88.0,1
406792#373,1242945.0,60.0,16
406793#374,1242973.0,102.0,1
406794#375,1242981.0,94.0,1
406795#376,1242989.0,90.0,1
406796#377,1243088.0,3692.0,1
406798#378,1243110.0,104.0,1
406800#379,1243179.0,1.0,1
406801#380,1243194.0,123.0,1
406802#381,1243197.0,97.0,3
406803#382,1243261.0,102.0,1
406804#383,1243273.0,166.0,1
406805#384,1243352.0,103.0,1
406806#385,1243375.0,55.0,16
406809#386,1243439.0,92.0,1
406810#387,1243453.0,99.0,1
406811#388,1243456.0,145352.0,16
406812#389,1243515.0,92.0,1
406813#390,1243576.0,81.0,1
406814#391,1243606.0,118.0,1
406815#392,1243630.0,94.0,1
406816#393,1243686.0,89.0,1
406817#394,1243700.0,190.0,1
406818#395,1243765.0,126.0,1
406819#396,1243773.0,118.0,1
406820#397,1243818.0,100.0,1
406823#398,1243952.0,82.0,1
406824#399,1244010.0,75.0,8
406825#400,1244045.0,166.0,1
406828#403,1244200.0,58.0,8
406829#404,1244216.0,89.0,1
406830#405,1244248.0,51.0,8
406831#406,1244300.0,962.0,8
406832#407,1244311.0,90.0,1
406833#408,1244370.0,148.0,1
406834#409,1244426.0,109.0,1
406835#410,1244481.0,104.0,1
406836#411,1244482.0,28425.0,1
406837#412,1244503.0,24634.0,1
406838#413,1244543.0,53.0,8
406839#414,1244545.0,96.0,1
406840#415,1244605.0,116.0,1
406841#416,1244644.0,95.0,1
406842#417,1244702.0,187.0,1
406843#418,1244710.0,54.0,8
406844#419,1244729.0,87437.0,16
406845#420,1244761.0,99.0,1
406846#421,1244764.0,117006.0,16
406847#422,1244823.0,337.0,8
406848#423,1244824.0,83.0,8
406849#424,1244868.0,115.0,1
406850#425,1244991.0,106.0,1
406851#426,1245120.0,1099.0,8
406852#427,1245235.0,19582.0,3
406853#428,1245335.0,101.0,1
406854#429,1245476.0,44.0,4
406855#430,1245495.0,105.0,1
406856#431,1245510.0,154.0,2
406857#432,1245660.0,259.0,4
406859#434,1245681.0,98.0,1
406860#435,1245702.0,338.0,2
406861#436,1245728.0,439.0,2
406862#437,1245768.0,428.0,8
406863#438,1245776.0,122.0,1
406864#439,1245836.0,65.0,8
406865#440,1245861.0,93.0,1
406866#441,1246003.0,18.0,8
406867#442,1246094.0,5.0,8
406868#443,1246140.0,15.0,8
406869#444,1246141.0,129.0,1
406871#445,1246204.0,66.0,8
406872#446,1246276.0,107.0,2
406873#447,1246298.0,1420.0,1
406874#448,1246307.0,27476.0,8
406879#452,1246439.0,7614.0,8
406880#453,1246462.0,64.0,8
406881#454,1246506.0,2047.0,2
406882#455,1246521.0,12306.0,8
406883#456,1246579.0,80.0,8
406884#457,1246617.0,16064.0,8
406885#458,1246624.0,1411.0,1
406886#459,1246824.0,105.0,2
406887#460,1246846.0,165.0,8
406888#461,1246925.0,84.0,8
406889#462,1247110.0,135.0,8
406890#463,1247140.0,72.0,8
406891#464,1247181.0,105.0,2
406892#465,1247296.0,69.0,8
406893#466,1247449.0,2402.0,8
406894#467,1247466.0,1088.0,8
406895#468,1247499.0,6015.0,1
406896#469,1247547.0,495.0,2
406897#470,1247550.0,209.0,8
406900#473,1248044.0,1834.0,2
406902#475,1248235.0,172.0,1
406904#476,1248314.0,68.0,8
406905#477,1248337.0,28503.0,1
406906#478,1248375.0,110456.0,8
406907#479,1248385.0,153.0,8
406908#480,1248512.0,219.0,1
406911#482,1248773.0,906.0,2
406914#485,1248811.0,143.0,1
406921#488,1248870.0,1.0,1
406924#489,1248892.0,104.0,1
406926#490,1249006.0,243.0,1
406927#491,1249049.0,307.0,1
406928#492,1249070.0,65.0,8
406930#494,1249124.0,193.0,8
406933#495,1249238.0,62.0,1
406934#496,1249312.0,197.0,1
406935#497,1249350.0,49.0,1
406936#498,1249358.0,433.0,4
406937#499,1249449.0,113.0,1
406938#500,1249474.0,74050.0,8
406939#501,1249488.0,80712.0,8
406941#502,1249643.0,177.0,1
406942#503,1249645.0,160.0,8
406943#504,1249651.0,403.0,1
406945#506,1249718.0,8634.0,2
406946#507,1249720.0,85.0,16
406947#508,1249797.0,42.0,16
406948#509,1249807.0,472.0,8
406949#510,1249826.0,111.0,1
406950#511,1249842.0,206.0,1
406951#512,1249867.0,51.0,16
406952#513,1249886.0,6601.0,2
406953#514,1249895.0,18.0,2
406954#515,1249919.0,28550.0,1
406955#516,1249946.0,18.0,2
406956#517,1249983.0,43.0,16
406957#518,1249983.0,56.0,16
406958#519,1250026.0,21.0,2
406959#520,1250083.0,21.0,2
406960#521,1250100.0,1235.0,1
406961#522,1250105.0,1204.0,1
406962#523,1250106.0,42.0,16
406963#524,1250106.0,41.0,16
406964#525,1250148.0,128.0,1
406965#526,1250189.0,120.0,1
406966#527,1250190.0,34.0,1
406967#528,1250263.0,141.0,1
406968#529,1250293.0,531.0,8
406969#530,1250309.0,64.0,16
406970#531,1250317.0,77.0,16
406971#532,1250331.0,301.0,1
406972#533,1250361.0,7479.0,1
406973#534,1250416.0,39.0,16
406974#535,1250471.0,44.0,16
406975#536,1250497.0,36.0,2
406976#537,1250542.0,35.0,2
406977#538,1250596.0,42.0,16
406978#539,1250596.0,44.0,16
406979#540,1250638.0,20.0,2
406980#541,1250682.0,20.0,2
406981#542,1250704.0,36.0,16
406982#543,1250704.0,44.0,16
406984#545,1250740.0,130.0,1
406987#548,1250768.0,3886.0,8
406988#549,1250784.0,123.0,1
406991#552,1250954.0,598.0,8
406993#554,1251090.0,133.0,1
406994#555,1251332.0,149.0,1
406995#556,1251339.0,2219.0,1
406996#557,1251494.0,2134.0,1
406997#558,1251504.0,64.0,8
406998#559,1251585.0,67.0,8
406999#560,1251661.0,169.0,4
407000#561,1251698.0,58.0,8
407001#562,1251743.0,136.0,1
407002#563,1251784.0,81.0,8
407003#564,1251855.0,170.0,4
407004#565,1252004.0,129.0,8
407005#566,1252029.0,5605.0,4
407006#567,1252100.0,142.0,1
407007#568,1252469.0,626.0,8
407008#569,1252479.0,5443.0,4
407009#570,1252500.0,94814.0,4
407010#571,1252505.0,110.0,1
407011#572,1252641.0,111.0,8
407012#573,1252699.0,356.0,8
407016#577,1252960.0,78.0,8
407018#578,1253099.0,188.0,8
407022#581,1253291.0,361.0,8
407023#582,1253363.0,303.0,1
407024#583,1253442.0,139.0,1
407025#584,1253488.0,112173.0,8
407026#585,1253551.0,37.0,1
407027#586,1253621.0,12.0,2
407028#587,1253642.0,122.0,1
407029#588,1253651.0,310.0,1
407030#589,1253653.0,5.0,4
407031#590,1253664.0,467.0,2
407032#591,1253668.0,26378.0,1
407033#592,1253669.0,349.0,2
407034#593,1253699.0,354.0,2
407035#594,1253720.0,222.0,4
407037#595,1253787.0,216.0,8
407038#596,1253815.0,137.0,1
407039#597,1253842.0,236.0,1
407040#598,1253936.0,218.0,8
407041#599,1254006.0,1.0,8
407043#600,1254024.0,8981.0,1
407046#601,1254186.0,315.0,1
407048#602,1254281.0,66.0,16
407049#603,1254307.0,80.0,16
407050#604,1254373.0,10.0,16
407051#605,1254387.0,20500.0,16
407052#606,1254395.0,342.0,1
407053#607,1254425.0,75654.0,16
407054#608,1254432.0,75641.0,16
407055#609,1254504.0,102.0,16
407056#610,1254509.0,485.0,8
407058#611,1254601.0,203.0,8
407059#612,1254631.0,2395.0,16
407060#613,1254826.0,33.0,8
407061#614,1254873.0,75186.0,8
407062#615,1254911.0,47212.0,4
407063#616,1254999.0,149.0,8
407064#617,1255059.0,108.0,1
407065#618,1255163.0,178.0,8
407066#619,1255203.0,3.0,1
407067#620,1255225.0,86.0,1
407068#621,1255398.0,333.0,8
407069#622,1255567.0,1303.0,1
407070#623,1255763.0,179.0,8
407075#627,1255961.0,90.0,8
407076#628,1256010.0,148.0,1
407077#629,1256071.0,113.0,8
407078#630,1256117.0,103.0,8
407079#631,1256256.0,102.0,8
407082#632,1256381.0,132.0,8
407083#633,1256510.0,10.0,2
407084#634,1256568.0,950.0,4
407085#635,1256575.0,1121.0,2
407086#636,1256626.0,7233.0,4
407087#637,1256645.0,149.0,8
407093#641,1256799.0,138.0,8
407094#642,1256935.0,421.0,8
407095#643,1256974.0,117.0,8
407096#644,1257013.0,1585.0,16
407097#645,1257104.0,130.0,8
407099#647,1257192.0,325.0,8
407102#650,1257246.0,131.0,8
407103#651,1257392.0,172800.0,8
407104#652,1257408.0,833.0,8
407105#653,1257492.0,29.0,1
407106#654,1257699.0,14.0,4
407107#655,1257714.0,84442.0,4
407108#656,1257729.0,1.0,1
407109#657,1257759.0,577.0,2
407110#658,1257780.0,1.0,1
407111#659,1257810.0,1.0,1
407112#660,1257823.0,1.0,1
407113#661,1257850.0,9.0,1
407114#662,1257882.0,193.0,4
407115#663,1258050.0,172800.0,4
407116#664,1258078.0,172800.0,4
407117#665,1258245.0,152.0,8
407118#666,1258258.0,277.0,8
407119#667,1258341.0,1.0,1
407120#668,1258342.0,509.0,2
407121#669,1258364.0,9.0,1
407122#670,1258418.0,263.0,8
407123#671,1258452.0,37.0,1
407124#672,1258473.0,52.0,1
407125#673,1258573.0,44.0,1
407127#674,1258602.0,761.0,16
407128#675,1258670.0,137.0,2
407129#676,1258692.0,11.0,8
407130#677,1258716.0,111.0,8
407131#678,1258740.0,27.0,1
407132#679,1258772.0,11.0,1
407133#680,1258845.0,49.0,1
407134#681,1258899.0,1292.0,2
407135#682,1258910.0,54.0,2
407136#683,1258929.0,89.0,8
407137#684,1258984.0,1750.0,2
407138#685,1259091.0,178.0,8
407139#686,1259135.0,200.0,8
407140#687,1259176.0,172800.0,8
407141#688,1259179.0,291.0,1
407142#689,1259182.0,3.0,4
407143#690,1259213.0,7331.0,4
407144#691,1259223.0,48.0,1
407146#692,1259340.0,2112.0,8
407147#693,1259362.0,69.0,8
407148#694,1259372.0,6434.0,16
407149#695,1259383.0,295.0,8
407152#696,1259726.0,1.0,1
407153#697,1259753.0,93.0,1
407154#698,1259754.0,264.0,8
407156#699,1259880.0,115.0,1
407159#700,1260021.0,3.0,4
407160#701,1260021.0,5795.0,8
407161#702,1260074.0,68.0,16
407162#703,1260091.0,769.0,4
407164#704,1260095.0,59.0,16
407165#705,1260109.0,60.0,16
407166#706,1260118.0,39.0,1
407167#707,1260214.0,144993.0,2
407168#708,1260456.0,154989.0,8
407169#709,1260474.0,5337.0,8
407170#710,1260708.0,246.0,1
407171#711,1260840.0,77.0,8
407172#712,1261065.0,330.0,2
407173#713,1261373.0,34.0,1
407175#714,1261471.0,195.0,8
407178#716,1261545.0,145589.0,2
407179#717,1261550.0,3356.0,8
407180#718,1261563.0,108.0,2
407181#719,1261566.0,154.0,4
407182#720,1261597.0,115.0,8
407183#721,1261602.0,30.0,1
407186#723,1261651.0,28.0,1
407188#725,1261703.0,28.0,1
407189#726,1261707.0,644.0,4
407190#727,1261710.0,124.0,8
407191#728,1261730.0,81.0,2
407192#729,1261779.0,10.0,1
407194#731,1261854.0,75.0,2
407195#732,1261865.0,61.0,1
407196#733,1261908.0,2442.0,8
407197#734,1261940.0,32.0,1
407198#735,1261998.0,222.0,2
407199#736,1262022.0,58.0,4
407200#737,1262051.0,212.0,4
407201#738,1262054.0,38.0,1
407202#739,1262078.0,61.0,8
407203#740,1262110.0,239.0,4
407204#741,1262133.0,174.0,1
407205#742,1262219.0,201.0,2
407207#743,1262337.0,6696.0,2
407208#744,1262390.0,2549.0,1
407209#745,1262404.0,144145.0,2
407210#746,1262439.0,435.0,2
407211#747,1262474.0,2607.0,1
407212#748,1262515.0,235.0,8
407213#749,1262787.0,108.0,8
407214#750,1262885.0,1246.0,2
407215#751,1262973.0,191.0,8
407216#752,1262975.0,80.0,8
407217#753,1263061.0,4076.0,1
407218#754,1263126.0,28317.0,8
407219#755,1263168.0,68.0,8
407220#756,1263507.0,31333.0,8
407221#757,1263614.0,66.0,1
407222#758,1263692.0,1.0,1
407223#759,1263701.0,216.0,1
407224#760,1263797.0,65.0,1
407225#761,1263894.0,73.0,8
407226#762,1263911.0,135.0,1
407227#763,1264064.0,146.0,1
407228#764,1264079.0,71.0,8
407229#765,1264139.0,42469.0,2
407230#766,1264273.0,1.0,8
407232#768,1264351.0,352.0,8
407233#769,1264430.0,69.0,8
407234#770,1264551.0,138.0,1
407235#771,1264714.0,696.0,8
407236#772,1264847.0,1.0,1
407237#773,1264856.0,3118.0,3
407238#774,1264880.0,357.0,1
407239#775,1264916.0,708.0,8
407240#776,1264941.0,67.0,8
407241#777,1265074.0,26.0,1
407242#778,1265124.0,21.0,1
407243#779,1265171.0,56.0,1
407244#780,1265186.0,37.0,1
407245#781,1265230.0,65.0,1
407246#782,1265236.0,57.0,1
407247#783,1265273.0,231.0,1
407248#784,1265307.0,51.0,1
407249#785,1265452.0,891.0,8
407250#786,1265471.0,7262.0,4
407251#787,1265485.0,188.0,8
407252#788,1265496.0,2.0,8
407253#789,1265504.0,229.0,4
407254#790,1265511.0,26568.0,8
407255#791,1265519.0,63.0,1
407257#792,1265525.0,50.0,1
407258#793,1265532.0,310.0,4
407260#794,1265621.0,62.0,1
407261#795,1265623.0,84.0,8
407262#796,1265629.0,641.0,8
407263#797,1265655.0,70.0,1
407265#798,1265782.0,481.0,8
407266#799,1265783.0,69708.0,1
407267#800,1265802.0,139.0,8
407269#802,1266012.0,121.0,8
407271#803,1266150.0,13.0,8
407272#804,1266186.0,1021.0,8
407273#805,1266187.0,6852.0,8
407276#808,1266273.0,1940.0,8
407278#809,1266281.0,1006.0,8
407279#810,1266285.0,190.0,1
407280#811,1266345.0,172800.0,8
407281#812,1266345.0,479.0,8
407285#814,1266603.0,293.0,1
407287#816,1266701.0,180.0,4
407288#817,1266947.0,848.0,4
407289#818,1267006.0,70124.0,1
407290#819,1267142.0,15522.0,1
407291#820,1267219.0,28255.0,8
407292#821,1267262.0,955.0,8
407293#822,1267643.0,103.0,8
407294#823,1267705.0,361.0,16
407295#824,1267721.0,368.0,16
407296#825,1267736.0,44.0,16
407298#826,1267794.0,2222.0,8
407299#827,1267814.0,148.0,1
407300#828,1267934.0,80.0,3
407301#829,1268190.0,372.0,1
407302#830,1268223.0,554.0,8
407303#831,1268227.0,828.0,8
407304#832,1268349.0,21190.0,8
407305#833,1268765.0,287.0,8
407306#834,1268938.0,34.0,16
407307#835,1268975.0,45.0,16
407308#836,1269004.0,1.0,8
407309#837,1269007.0,89.0,8
407310#838,1269046.0,18.0,16
407311#839,1269091.0,15815.0,16
407312#840,1269137.0,1182.0,2
407313#841,1269137.0,15765.0,8
407314#842,1269239.0,164.0,1
407315#843,1269257.0,111.0,4
407316#844,1269375.0,544.0,8
407317#845,1269787.0,160.0,1
407318#846,1269839.0,121.0,4
407319#847,1269848.0,170.0,1
407320#848,1269970.0,43.0,1
407321#849,1269973.0,140.0,1
407322#850,1270070.0,160.0,1
407323#851,1270223.0,103.0,4
407324#852,1270237.0,293.0,8
407325#853,1270239.0,145.0,1
407326#854,1270337.0,1.0,3
407327#855,1270397.0,168.0,1
407328#856,1270400.0,138323.0,3
407329#857,1270412.0,47852.0,4
407330#858,1270560.0,120.0,1
407331#859,1270641.0,244.0,8
407332#860,1270888.0,42.0,1
407334#861,1270922.0,172800.0,8
407336#862,1270982.0,37.0,1
407337#863,1270990.0,149.0,2
407338#864,1270996.0,162.0,1
407339#865,1271048.0,40.0,1
407340#866,1271137.0,32.0,1
407341#867,1271161.0,164.0,1
407342#868,1271180.0,165.0,1
407343#869,1271201.0,44.0,1
407345#871,1271329.0,46.0,1
407347#873,1271404.0,322.0,2
407348#874,1271457.0,7.0,1
407349#875,1271482.0,142.0,1
407351#877,1271549.0,2093.0,8
407352#878,1271563.0,126.0,1
407353#879,1271680.0,30.0,1
407355#881,1271819.0,125.0,1
407356#882,1271950.0,63.0,1
407357#883,1272024.0,337.0,8
407358#884,1272138.0,158.0,1
407359#885,1272158.0,42.0,1
407360#886,1272172.0,317.0,2
407362#888,1272382.0,146.0,1
407363#889,1272459.0,188.0,1
407364#890,1272548.0,117.0,1
407365#891,1272670.0,35.0,1
407367#893,1272740.0,67.0,8
407368#894,1272765.0,137.0,1
407369#895,1272781.0,35192.0,16
407371#897,1272881.0,57.0,8
407372#898,1272907.0,1211.0,2
407373#899,1273014.0,68.0,8
407374#900,1273017.0,126.0,1
407375#901,1273054.0,149062.0,8
407376#902,1273086.0,868.0,8
407377#903,1273097.0,51.0,1
407378#904,1273193.0,32.0,1
407379#905,1273295.0,153.0,1
407380#906,1273463.0,52.0,1
407382#908,1273701.0,48.0,1
407383#909,1273752.0,316.0,8
407384#910,1273840.0,15.0,4
407385#911,1273896.0,7638.0,4
407386#912,1273957.0,116.0,1
407387#913,1274040.0,2181.0,8
407388#914,1274118.0,1257.0,2
407389#915,1274135.0,804.0,8
407391#917,1274362.0,108.0,1
407392#918,1274481.0,118.0,1
407393#919,1275054.0,120.0,1
407394#920,1275055.0,150.0,16
