gpu_server271,8,a100
gpu_server272,8,a100
gpu_server273,8,a100
gpu_server274,8,a100
gpu_server275,8,a100
gpu_server276,8,a100
gpu_server277,8,a100
gpu_server278,8,a100
gpu_server279,8,a100
gpu_server280,8,a100
gpu_server281,8,a100
gpu_server282,8,a100
gpu_server283,8,a100
gpu_server284,8,a100
gpu_server285,8,a100
gpu_server286,8,a100
gpu_server287,8,a100
gpu_server288,8,a100
gpu_server289,8,a100
