pod,queue_sec,jct_sec
ph-application-1506638472019-19034-sld6z,10.0,21.0
ph-application-1506638472019-19117-2smrv,17.0,18.0
ph-application-1506638472019-19306-q687w,27.0,38.0
ph-application-1506638472019-19513-4dtcb,36.0,37.0
ph-application-1506638472019-19556-wq6wc,747.0,759.0
ph-application-1506638472019-19623-9vzn6,11.0,22.0
ph-application-1506638472019-19784-rffz7,10.0,11.0
ph-application-1506638472019-19786-f5bxc,38.0,49.0
ph-application-1506638472019-19899-g5cr9,38.0,49.0
ph-application-1506638472019-19914-fndj2,68.0,79.0
ph-application-1506638472019-19951-28cvv,19.0,30.0
ph-application-1506638472019-20023-fmgnp,37.0,48.0
ph-application-1506638472019-20025-xqw8f,47.0,58.0
ph-application-1506638472019-20091-95skq,57.0,68.0
ph-application-1506638472019-20201-t47vt,0.0,11.0
ph-application-1506638472019-20205-jjx2x,2.0,13.0
ph-application-1506638472019-20224-p9827,86.0,97.0
ph-application-1506638472019-20291-qdhwb,87.0,98.0
ph-application-1506638472019-20332-9wfxz,8.0,19.0
ph-application-1506638472019-20401-4nsqg,1.0,12.0
ph-application-1506638472019-20484-8qwzv,2.0,13.0
ph-application-1506638472019-20533-bn9bx,47.0,58.0
ph-application-1506638472019-2079-z2cj4,1.0,2.0
ph-application-1506638472019-20861-9hcsk,56.0,67.0
ph-application-1506638472019-21399-kwrmn,0.0,11.0
ph-application-1506638472019-2144-9hc6t,0.0,11.0
ph-application-1506638472019-21465-nmq7v,0.0,1.0
ph-application-1506638472019-21505-vvb2d,3.0,14.0
ph-application-1506638472019-2154-lbcml,2.0,13.0
ph-application-1506638472019-21808-488j4,9.0,20.0
ph-application-1506638472019-21917-glxqk,77.0,78.0
ph-application-1506638472019-22409-xnrmk,0.0,2.0
ph-application-1506638472019-22500-vnfgc,0.0,11.0
ph-application-1506638472019-22618-tmdfh,116.0,127.0
ph-application-1506638472019-22782-kzjhp,1.0,12.0
ph-application-1506638472019-22833-fg6hr,26.0,37.0
ph-application-1506638472019-2294-h8shc,2131.0,2142.0
ph-application-1506638472019-23006-f85gj,5.0,16.0
ph-application-1506638472019-23233-6rvhh,5.0,16.0
ph-application-1506638472019-23381-6l9zr,48.0,49.0
ph-application-1506638472019-23482-lg74p,68.0,69.0
ph-application-1506638472019-23499-9cb2x,68.0,79.0
ph-application-1506638472019-23523-xksv8,68.0,80.0
ph-application-1506638472019-23556-sb7ds,77.0,88.0
ph-application-1506638472019-23638-pc7vv,77.0,88.0
ph-application-1506638472019-23868-x65bw,86.0,97.0
ph-application-1506638472019-24322-gknr6,4.0,15.0
ph-application-1506638472019-24344-7ndnk,4.0,5.0
ph-application-1506638472019-24475-xjk46,0.0,11.0
ph-application-1506638472019-24615-5ft8d,0.0,12.0
ph-application-1506638472019-24628-7cbx8,26.0,37.0
ph-application-1506638472019-2466-7x65c,0.0,11.0
ph-application-1506638472019-24890-bvddk,0.0,11.0
ph-application-1506638472019-25096-qhrrq,3.0,4.0
ph-application-1506638472019-25213-8sz6d,86.0,97.0
ph-application-1506638472019-25220-djv68,96.0,107.0
ph-application-1506638472019-25392-r46xh,0.0,1.0
ph-application-1506638472019-25601-swnl4,97.0,108.0
ph-application-1506638472019-25750-gbls7,106.0,117.0
ph-application-1506638472019-25947-d927w,1.0,12.0
ph-application-1506638472019-2598-bsqtc,0.0,12.0
ph-application-1506638472019-26148-dl5fb,1307.0,1308.0
ph-application-1506638472019-26229-256lg,7.0,8.0
ph-application-1506638472019-26307-tfttx,1.0,12.0
ph-application-1506638472019-26604-24vgz,26.0,37.0
ph-application-1506638472019-26717-czcfw,0.0,12.0
ph-application-1506638472019-26756-82csr,36.0,47.0
ph-application-1506638472019-27276-cx69k,0.0,11.0
ph-application-1506638472019-27442-42kjz,2.0,13.0
ph-application-1506638472019-2758-4f5xg,0.0,13.0
ph-application-1506638472019-27716-5tzhg,1.0,12.0
ph-application-1506638472019-27740-hswxg,496.0,507.0
ph-application-1506638472019-2789-cwx7j,0.0,13.0
ph-application-1506638472019-27912-ppphg,0.0,11.0
ph-application-1506638472019-27948-nddxv,3.0,14.0
ph-application-1506638472019-28023-qbwrq,9.0,10.0
ph-application-1506638472019-28037-s5wxg,9.0,20.0
ph-application-1506638472019-28044-9rjcq,27.0,38.0
ph-application-1506638472019-28071-zbfs9,27.0,39.0
ph-application-1506638472019-28162-mm6xb,27.0,38.0
ph-application-1506638472019-28228-jf4q7,47.0,48.0
ph-application-1506638472019-28352-6kjr9,56.0,67.0
ph-application-1506638472019-28770-hjfcd,2.0,13.0
ph-application-1506638472019-28791-gtqtm,3.0,14.0
ph-application-1506638472019-2903-7l747,1.0,13.0
ph-application-1506638472019-2905-qx678,1.0,13.0
ph-application-1506638472019-2921-rf7rx,1.0,13.0
ph-application-1506638472019-29344-sfvfv,627.0,629.0
ph-application-1506638472019-2939-kbwpk,1.0,13.0
ph-application-1506638472019-29405-hrc7l,924.0,926.0
ph-application-1506638472019-29468-rfbdw,0.0,11.0
ph-application-1506638472019-2971-88jwc,2.0,13.0
ph-application-1506638472019-2986-mskqn,17.0,29.0
ph-application-1506638472019-29936-4vdm8,3.0,14.0
ph-application-1506638472019-29974-svcxn,2.0,13.0
ph-application-1506638472019-29987-4p9jw,643.0,654.0
ph-application-1506638472019-3026-5cjct,17.0,29.0
ph-application-1506638472019-30423-6ntqv,46.0,57.0
ph-application-1506638472019-3057-mnt9b,17.0,29.0
ph-application-1506638472019-30633-vcqbz,0.0,11.0
ph-application-1506638472019-30639-svzft,2.0,13.0
ph-application-1506638472019-30687-lt4lc,8.0,19.0
ph-application-1506638472019-30757-l7xqg,16.0,27.0
ph-application-1506638472019-30904-cp7w8,4.0,15.0
ph-application-1506638472019-30919-wsm29,16.0,27.0
ph-application-1506638472019-3102-4q58r,18.0,29.0
ph-application-1506638472019-31022-wnbgj,3.0,14.0
ph-application-1506638472019-31025-66vhh,25.0,36.0
ph-application-1506638472019-31048-bfgxl,16.0,27.0
ph-application-1506638472019-31067-zlgqd,36.0,47.0
ph-application-1506638472019-31191-llkqd,26.0,37.0
ph-application-1506638472019-31567-vt5vc,4.0,15.0
ph-application-1506638472019-31810-7z9hn,4.0,15.0
ph-application-1506638472019-31822-6wfsl,589.0,590.0
ph-application-1506638472019-3211-n72tk,16.0,18.0
ph-application-1506638472019-32235-dj64c,0.0,11.0
ph-application-1506638472019-32295-fw8j2,1.0,12.0
ph-application-1506638472019-32362-v5m4h,0.0,11.0
ph-application-1506638472019-3240-jddfl,16.0,28.0
ph-application-1506638472019-32418-g8njz,1.0,12.0
ph-application-1506638472019-32508-7c7dj,1.0,12.0
ph-application-1506638472019-32550-gws45,4.0,15.0
ph-application-1506638472019-32572-mzb7m,9.0,20.0
ph-application-1506638472019-32772-c2zsv,12.0,23.0
ph-application-1506638472019-32833-94zxd,1405.0,1416.0
ph-application-1506638472019-33046-dl4c4,0.0,11.0
ph-application-1506638472019-33150-277l8,0.0,11.0
ph-application-1506638472019-3329-z8b2m,34.0,45.0
ph-application-1506638472019-33435-hghsk,0.0,11.0
ph-application-1506638472019-33537-m7ngz,0.0,12.0
ph-application-1506638472019-33570-wsrrg,0.0,12.0
ph-application-1506638472019-33722-l8ggt,0.0,11.0
ph-application-1506638472019-3379-4sqbx,10.0,21.0
ph-application-1506638472019-33837-njgwl,3.0,14.0
ph-application-1506638472019-33851-4t7ds,6.0,17.0
ph-application-1506638472019-33864-9shkz,67.0,78.0
ph-application-1506638472019-3406-6qv6q,12.0,23.0
ph-application-1506638472019-34117-x25fp,77.0,88.0
ph-application-1506638472019-34119-9g99n,76.0,87.0
ph-application-1506638472019-34131-29r6m,86.0,87.0
ph-application-1506638472019-34355-ppf26,16.0,17.0
ph-application-1506638472019-34420-mfhsg,26.0,27.0
ph-application-1506638472019-34475-bcw79,46.0,57.0
ph-application-1506638472019-34532-f64zc,2.0,13.0
ph-application-1506638472019-34620-q6j5s,4.0,15.0
ph-application-1506638472019-34661-wnvq2,7.0,19.0
ph-application-1506638472019-34779-tkhxv,7.0,18.0
ph-application-1506638472019-34791-tzs2c,7.0,9.0
ph-application-1506638472019-34844-fhb2f,76.0,87.0
ph-application-1506638472019-34874-tq7bw,76.0,87.0
ph-application-1506638472019-35113-2vv4c,4.0,15.0
ph-application-1506638472019-35115-8sfl7,399.0,410.0
ph-application-1506638472019-35121-jfwns,9.0,20.0
ph-application-1506638472019-35284-8nz8q,16.0,27.0
ph-application-1506638472019-35339-sqc4t,36.0,47.0
ph-application-1506638472019-35388-qlf9x,585.0,586.0
ph-application-1506638472019-35496-bkl8t,76.0,78.0
ph-application-1506638472019-35512-lvwzp,76.0,77.0
ph-application-1506638472019-3565-5kntd,2225.0,2226.0
ph-application-1506638472019-35771-mb98f,3.0,14.0
ph-application-1506638472019-35788-k7xht,46.0,57.0
ph-application-1506638472019-35813-h6v94,46.0,57.0
ph-application-1506638472019-35887-jlrfq,96.0,107.0
ph-application-1506638472019-35897-zj74p,106.0,107.0
ph-application-1506638472019-35966-p5h78,146.0,157.0
ph-application-1506638472019-3613-wdhv8,23.0,34.0
ph-application-1506638472019-36209-jw2ld,76.0,88.0
ph-application-1506638472019-36326-s4z2b,0.0,11.0
ph-application-1506638472019-36496-bssf4,15.0,26.0
ph-application-1506638472019-36764-lt8sp,2.0,13.0
ph-application-1506638472019-36954-nds2h,0.0,11.0
ph-application-1506638472019-36973-gfrfj,2.0,13.0
ph-application-1506638472019-37140-9lmxw,4.0,15.0
ph-application-1506638472019-37167-vgvcf,0.0,11.0
ph-application-1506638472019-37278-wswrq,2.0,13.0
ph-application-1506638472019-37303-zbttk,16.0,27.0
ph-application-1506638472019-37364-p8w94,8.0,19.0
ph-application-1506638472019-37379-bhzls,36.0,47.0
ph-application-1506638472019-3750-6f6x8,28.0,39.0
ph-application-1506638472019-37733-fpktx,75.0,86.0
ph-application-1506638472019-3788-zbz62,1529.0,1530.0
ph-application-1506638472019-37887-xmrjj,1.0,12.0
ph-application-1506638472019-37955-p5dsg,5.0,6.0
ph-application-1506638472019-38014-g6r9h,1.0,12.0
ph-application-1506638472019-38114-f6qkr,4.0,15.0
ph-application-1506638472019-3819-rmq5h,8.0,19.0
ph-application-1506638472019-38193-lf8pg,7.0,18.0
ph-application-1506638472019-38423-5bzl4,7.0,18.0
ph-application-1506638472019-38690-cxp8b,1329.0,1340.0
ph-application-1506638472019-38775-l2rbn,1.0,12.0
ph-application-1506638472019-39077-z7n9r,0.0,12.0
ph-application-1506638472019-39137-sstmr,0.0,12.0
ph-application-1506638472019-39248-xw554,2.0,13.0
ph-application-1506638472019-39285-cdpbh,5.0,16.0
ph-application-1506638472019-4257-2tbp5,2.0,13.0
ph-application-1506638472019-4505-s78hx,0.0,11.0
ph-application-1506638472019-4510-vprnj,0.0,11.0
ph-application-1506638472019-4584-7mwt7,0.0,11.0
ph-application-1506638472019-4590-762pt,0.0,11.0
ph-application-1506638472019-4772-brfc8,0.0,1.0
ph-application-1506638472019-4898-gmnqv,0.0,11.0
ph-application-1506638472019-4980-l4b96,2.0,13.0
ph-application-1506638472019-5127-wndtw,2.0,14.0
ph-application-1506638472019-5296-dh9ps,7.0,18.0
ph-application-1506638472019-5305-fzmfz,12.0,23.0
ph-application-1506638472019-5363-wj9l6,10.0,22.0
ph-application-1506638472019-5436-gx5fs,10.0,21.0
ph-application-1506638472019-5644-6wm62,10.0,21.0
ph-application-1506638472019-5732-75cgc,18.0,29.0
ph-application-1506638472019-6191-qrx25,0.0,11.0
ph-application-1506638472019-6235-kmtbv,0.0,11.0
ph-application-1506638472019-6359-n28sd,0.0,12.0
ph-application-1506638472019-6417-zlnvt,30.0,41.0
ph-application-1506638472019-6545-tqj7c,0.0,11.0
ph-application-1506638472019-6546-zxwd4,0.0,11.0
ph-application-1506638472019-6575-d4hh6,0.0,11.0
ph-application-1506638472019-6726-7rplh,6.0,18.0
ph-application-1506638472019-6729-tcgqx,9.0,20.0
ph-application-1506638472019-6740-xxtrt,21.0,32.0
ph-application-1506638472019-6761-v6ns4,40.0,51.0
ph-application-1506638472019-6834-pjd8s,60.0,71.0
ph-application-1506638472019-6867-xkxjq,80.0,91.0
ph-application-1506638472019-7002-t8x94,90.0,101.0
ph-application-1506638472019-7075-4hpvg,110.0,121.0
ph-application-1506638472019-7117-f74wp,110.0,121.0
ph-application-1506638472019-7118-tww8d,110.0,121.0
ph-application-1506638472019-7207-4ktvt,140.0,151.0
ph-application-1506638472019-7264-6flvh,140.0,151.0
ph-application-1506638472019-7291-gkknz,170.0,181.0
ph-application-1506638472019-7336-rh25m,179.0,190.0
ph-application-1506638472019-7358-znbrq,189.0,200.0
ph-application-1506638472019-7367-gqt5r,199.0,210.0
ph-application-1506638472019-7402-45zlp,219.0,230.0
ph-application-1506638472019-7474-hp9jq,229.0,240.0
ph-application-1506638472019-7994-w96xx,247.0,258.0
ph-application-1506638472019-8064-4l48g,287.0,298.0
ph-application-1506638472019-8188-85vmb,307.0,318.0
ph-application-1506638472019-8386-m7tjw,2.0,13.0
ph-application-1506638472019-8553-vzv54,8.0,19.0
ph-application-1506638472019-8617-k58xl,8.0,19.0
ph-application-1506638472019-8740-frm22,0.0,11.0
ph-application-1506638472019-8799-twz66,3.0,15.0
ph-application-1506638472019-8834-hm2p6,11.0,22.0
ph-application-1506638472019-8853-dxtbh,19.0,30.0
ph-application-1506638472019-8936-jlrlw,19.0,30.0
ph-application-1506638472019-9265-gc5kz,18.0,29.0
ph-application-1506638472019-9329-4t4l2,38.0,49.0
ph-application-1506638472019-9471-7v9lg,38.0,49.0
ph-application-1506638472019-9682-d8p8v,68.0,79.0
ph-application-1506638472019-9793-xt67p,2262.0,2273.0
ph-application-1506638472019-9874-r9jv4,0.0,11.0
ph-application-1506638472019-9949-tb6jx,7.0,18.0
ph-application-1506638472019-9970-hs26d,7.0,18.0
ph-application-1506638472019-9980-j99l8,19.0,30.0
ph-application-1508364558011-0030-6h4hj,15.0,26.0
ph-application-1508364558011-0128-pntzg,368.0,379.0
ph-application-1508364558011-0177-cmh8d,524.0,535.0
ph-application-1508364558011-0422-885xf,0.0,11.0
ph-application-1508364558011-0493-q849c,1336.0,1337.0
ph-application-1508364558011-0600-7xmfc,0.0,1.0
ph-application-1508364558011-0704-gj6b9,1.0,12.0
ph-application-1508364558011-0835-zt6t9,0.0,11.0
ph-application-1508364558011-10089-l24nd,107.0,118.0
ph-application-1508364558011-10114-9ctpb,107.0,118.0
ph-application-1508364558011-10192-k9r7x,127.0,138.0
ph-application-1508364558011-10229-96c49,127.0,138.0
ph-application-1508364558011-10254-4fmxt,137.0,148.0
ph-application-1508364558011-10421-cx6mm,137.0,148.0
ph-application-1508364558011-10474-jjbkq,147.0,158.0
ph-application-1508364558011-10504-2lwnz,177.0,188.0
ph-application-1508364558011-10628-mzldr,177.0,188.0
ph-application-1508364558011-11050-d72pw,810.0,812.0
ph-application-1508364558011-11383-mpxdk,5.0,16.0
ph-application-1508364558011-11467-h4fph,4.0,15.0
ph-application-1508364558011-11653-tp47k,16.0,28.0
ph-application-1508364558011-11688-2djcm,86.0,97.0
ph-application-1508364558011-11825-mghsg,0.0,11.0
ph-application-1508364558011-12215-jnsh4,2.0,13.0
ph-application-1508364558011-12238-n4k26,6.0,17.0
ph-application-1508364558011-12399-5fs2g,1.0,12.0
ph-application-1508364558011-12466-rxvrv,158.0,169.0
ph-application-1508364558011-12878-fjk8f,6.0,17.0
ph-application-1508364558011-12968-jrgdb,16.0,27.0
ph-application-1508364558011-12997-f7d79,86.0,97.0
ph-application-1508364558011-1305-x8p8c,1.0,12.0
ph-application-1508364558011-13117-dghfd,8.0,19.0
ph-application-1508364558011-13246-jg29c,4.0,15.0
ph-application-1508364558011-13268-lxwp6,176.0,187.0
ph-application-1508364558011-13346-k2fj8,25.0,36.0
ph-application-1508364558011-13460-66qqh,685.0,686.0
ph-application-1508364558011-13613-spvp5,136.0,147.0
ph-application-1508364558011-13628-hcx7n,146.0,157.0
ph-application-1508364558011-13900-8t2cb,249.0,250.0
ph-application-1508364558011-13952-9jqm5,27.0,38.0
ph-application-1508364558011-13990-7qphj,2.0,13.0
ph-application-1508364558011-14119-2twxg,66.0,77.0
ph-application-1508364558011-14122-qvmtm,86.0,97.0
ph-application-1508364558011-1424-bwt6b,1610.0,1611.0
ph-application-1508364558011-14341-6fdqc,1.0,12.0
ph-application-1508364558011-14498-p4m99,338.0,340.0
ph-application-1508364558011-14620-mn425,0.0,1.0
ph-application-1508364558011-14969-7rqwl,0.0,11.0
ph-application-1508364558011-14972-bbxh2,1.0,13.0
ph-application-1508364558011-14987-4cq2d,26.0,37.0
ph-application-1508364558011-14996-cndxg,96.0,107.0
ph-application-1508364558011-15015-qx7gr,96.0,98.0
ph-application-1508364558011-15263-wnmlv,5.0,17.0
ph-application-1508364558011-15504-glrtb,0.0,1.0
ph-application-1508364558011-15538-f7cd2,2.0,14.0
ph-application-1508364558011-15570-g8x74,267.0,268.0
ph-application-1508364558011-15611-ttwkh,4.0,15.0
ph-application-1508364558011-15820-pxb2s,693.0,694.0
ph-application-1508364558011-15870-qjw47,0.0,1.0
ph-application-1508364558011-15896-l2kc2,2.0,13.0
ph-application-1508364558011-16113-hhp68,2.0,13.0
ph-application-1508364558011-16134-4cj9b,5.0,16.0
ph-application-1508364558011-16219-9xcc9,276.0,287.0
ph-application-1508364558011-16304-f9m24,6.0,17.0
ph-application-1508364558011-16339-7p8z8,48.0,59.0
ph-application-1508364558011-16356-lh7pf,148.0,160.0
ph-application-1508364558011-16517-wzwrd,147.0,159.0
ph-application-1508364558011-1678-rrg6t,2.0,13.0
ph-application-1508364558011-16849-xbnq7,1.0,13.0
ph-application-1508364558011-17007-xf285,1.0,12.0
ph-application-1508364558011-17014-zpspz,2.0,3.0
ph-application-1508364558011-17064-m68q6,3.0,15.0
ph-application-1508364558011-17108-tgkc8,7.0,18.0
ph-application-1508364558011-17267-sn4f6,1.0,12.0
ph-application-1508364558011-17339-66wmj,5.0,6.0
ph-application-1508364558011-17632-5xzx4,3.0,14.0
ph-application-1508364558011-17655-wtlq9,9.0,20.0
ph-application-1508364558011-17904-hfcwt,4.0,15.0
ph-application-1508364558011-17945-5mwt5,68.0,80.0
ph-application-1508364558011-1804-t4zz5,1.0,12.0
ph-application-1508364558011-18258-v5t9c,67.0,79.0
ph-application-1508364558011-18327-lc99h,67.0,79.0
ph-application-1508364558011-18345-pwj8b,77.0,88.0
ph-application-1508364558011-18419-pbjqr,87.0,99.0
ph-application-1508364558011-18482-mn4w5,585.0,596.0
ph-application-1508364558011-18486-9bqdx,86.0,98.0
ph-application-1508364558011-18540-wxmcb,86.0,98.0
ph-application-1508364558011-18572-dm5jd,96.0,107.0
ph-application-1508364558011-1862-brh2r,15.0,26.0
ph-application-1508364558011-18789-szbfd,2.0,13.0
ph-application-1508364558011-1883-74jnr,2.0,14.0
ph-application-1508364558011-18922-sdjfq,1496.0,1507.0
ph-application-1508364558011-19128-nv6pl,26.0,37.0
ph-application-1508364558011-1934-7lrkf,2.0,13.0
ph-application-1508364558011-19382-bx27p,0.0,11.0
ph-application-1508364558011-19441-jd575,0.0,12.0
ph-application-1508364558011-19579-8lcnr,0.0,11.0
ph-application-1508364558011-19665-vxhpf,2.0,13.0
ph-application-1508364558011-19797-fn7h5,5.0,17.0
ph-application-1508364558011-20195-k7zpv,5.0,17.0
ph-application-1508364558011-20217-vhv89,5.0,16.0
ph-application-1508364558011-20330-d6xqb,76.0,87.0
ph-application-1508364558011-20432-jtkdj,5.0,16.0
ph-application-1508364558011-20626-plqt8,0.0,11.0
ph-application-1508364558011-20627-4js74,5.0,16.0
ph-application-1508364558011-20810-5vpx7,0.0,11.0
ph-application-1508364558011-21060-7msfw,3.0,14.0
ph-application-1508364558011-21125-wwg26,0.0,11.0
ph-application-1508364558011-21187-wjlkp,0.0,12.0
ph-application-1508364558011-21457-pplnx,1.0,12.0
ph-application-1508364558011-21507-g96gh,25.0,36.0
ph-application-1508364558011-21519-zkwqx,35.0,46.0
ph-application-1508364558011-21596-5mk5m,2.0,13.0
ph-application-1508364558011-21771-ff2vs,4.0,15.0
