node,gpu_number,GPU,gpu_utilization,pod_name,pod_type,namespace,type_color,project_color,start_time,end_time
gpu-server06,7,gpu-server06:7,95.58256951813726,violet-run-pipeline-gpu-6tgb8-2521588706,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-22 02:15:00+00:00,2023-12-11 08:00:00+00:00
gpu-server06,7,gpu-server06:7,92.6943928912616,violet-run-pipeline-gpu-pz2zc-2341084632,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-11 23:00:00+00:00,2024-01-18 00:45:00+00:00
gpu-server06,7,gpu-server06:7,50.11846774193549,violet-run-pipeline-gpu-fcvgd-3368581573,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 01:00:00+00:00,2024-01-18 08:45:00+00:00
gpu-server06,7,gpu-server06:7,35.03452903225806,violet-run-pipeline-gpu-k8f9l-2834723455,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 09:00:00+00:00,2024-01-19 00:30:00+00:00
gpu-server06,7,gpu-server06:7,65.96204430379751,violet-run-pipeline-gpu-5wkkh-1873314351,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-20 14:30:00+00:00,2024-01-21 10:15:00+00:00
gpu-server06,7,gpu-server06:7,67.76921313703288,violet-run-pipeline-gpu-4lx5d-2457950530,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-21 23:15:00+00:00,2024-01-31 04:00:00+00:00
gpu-server06,7,gpu-server06:7,0.0,violet-run-pipeline-gpu-g8cgl-693057264,task,ns-1690441020642881,red,"(0.0, 0.24147942045669324, 1.0, 1.0)",2024-01-31 04:15:00+00:00,2024-01-31 04:45:00+00:00
gpu-server06,7,gpu-server06:7,71.49408571428569,violet-run-pipeline-gpu-9fv9x-2746955907,task,ns-1690441020642881,red,"(0.0, 0.24147942045669324, 1.0, 1.0)",2024-01-31 06:30:00+00:00,2024-02-01 03:30:00+00:00
gpu-server06,7,gpu-server06:7,58.5363,violet-run-pipeline-gpu-mtvnv-3509786754,task,ns-1690441020642881,red,"(0.0, 0.24147942045669324, 1.0, 1.0)",2024-02-01 05:00:00+00:00,2024-02-01 05:15:00+00:00
gpu-server06,7,gpu-server06:7,99.2715307692308,violet-run-pipeline-gpu-mjktv-3558851891,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-02-01 11:45:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,0,gpu-server07:0,52.55057330694801,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,0,gpu-server07:0,67.07263318597123,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,0,gpu-server07:0,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,0,gpu-server07:0,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,0,gpu-server07:0,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,0,gpu-server07:0,0.0,violet-run-pipeline-gpu-nhq7k-719672536,task,ns-16904413105821052,red,"(1.0, 0.8053985326712598, 0.0, 1.0)",2024-01-04 06:45:00+00:00,2024-01-04 07:15:00+00:00
gpu-server07,0,gpu-server07:0,0.0,violet-run-pipeline-gpu-lwbp2-1534120356,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2024-01-04 08:45:00+00:00,2024-01-04 10:30:00+00:00
gpu-server07,0,gpu-server07:0,34.46313333333333,violet-run-pipeline-gpu-pqdqj-1187381983,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-10 23:30:00+00:00,2024-01-11 00:15:00+00:00
gpu-server07,0,gpu-server07:0,86.33518751229109,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:30:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,1,gpu-server07:1,49.77543825857529,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,1,gpu-server07:1,70.3765159445917,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,1,gpu-server07:1,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,1,gpu-server07:1,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,1,gpu-server07:1,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,1,gpu-server07:1,27.0903,violet-run-pipeline-gpu-p9zqk-3668461244,task,ns-16904413105821052,red,"(1.0, 0.8053985326712598, 0.0, 1.0)",2024-01-04 07:30:00+00:00,2024-01-04 08:15:00+00:00
gpu-server07,1,gpu-server07:1,0.0,violet-run-pipeline-gpu-lwbp2-1534120356,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2024-01-04 08:45:00+00:00,2024-01-04 10:30:00+00:00
gpu-server07,1,gpu-server07:1,0.0,violet-run-pipeline-gpu-swq2n-3049610790,task,ns-16904413105821052,red,"(1.0, 0.8053985326712598, 0.0, 1.0)",2024-01-05 01:00:00+00:00,2024-01-06 01:15:00+00:00
gpu-server07,1,gpu-server07:1,32.96933333333334,violet-run-pipeline-gpu-pqdqj-1187381983,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-10 23:30:00+00:00,2024-01-11 00:15:00+00:00
gpu-server07,1,gpu-server07:1,0.0,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:00:00+00:00,2024-01-11 10:15:00+00:00
gpu-server07,1,gpu-server07:1,84.8747233529989,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:30:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,2,gpu-server07:2,51.172930738786256,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,2,gpu-server07:2,72.71809590333059,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,2,gpu-server07:2,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,2,gpu-server07:2,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,2,gpu-server07:2,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,2,gpu-server07:2,27.24974605845885,violet-run-pipeline-gpu-p9zqk-3668461244,task,ns-16904413105821052,red,"(1.0, 0.8053985326712598, 0.0, 1.0)",2024-01-04 07:30:00+00:00,2024-01-16 01:45:00+00:00
gpu-server07,2,gpu-server07:2,48.43028387096775,violet-run-pipeline-gpu-2swhd-3169431857,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 23:30:00+00:00,2024-01-17 15:00:00+00:00
gpu-server07,2,gpu-server07:2,82.16786428065195,violet-run-pipeline-gpu-z4pw9-3679841355,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-17 22:15:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,3,gpu-server07:3,46.3210680299031,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,3,gpu-server07:3,73.31415443560269,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,3,gpu-server07:3,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,3,gpu-server07:3,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,3,gpu-server07:3,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,3,gpu-server07:3,11.34933978685614,violet-run-pipeline-gpu-g5bc6-3346494428,task,ns-16904413105821052,red,"(1.0, 0.8053985326712598, 0.0, 1.0)",2024-01-04 08:15:00+00:00,2024-01-16 01:45:00+00:00
gpu-server07,3,gpu-server07:3,53.07549354838711,violet-run-pipeline-gpu-2swhd-3169431857,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 23:30:00+00:00,2024-01-17 15:00:00+00:00
gpu-server07,3,gpu-server07:3,81.9704249468462,violet-run-pipeline-gpu-z4pw9-3679841355,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-17 22:15:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,4,gpu-server07:4,56.68066952506591,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,4,gpu-server07:4,71.72106398467436,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,4,gpu-server07:4,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,4,gpu-server07:4,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,4,gpu-server07:4,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,4,gpu-server07:4,49.52855756302523,violet-run-pipeline-gpu-qdm94-2147748742,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 04:00:00+00:00,2024-01-06 15:30:00+00:00
gpu-server07,4,gpu-server07:4,35.2139,violet-run-pipeline-gpu-pqdqj-1187381983,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-10 23:30:00+00:00,2024-01-11 00:15:00+00:00
gpu-server07,4,gpu-server07:4,0.0,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:00:00+00:00,2024-01-11 10:15:00+00:00
gpu-server07,4,gpu-server07:4,41.90175,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:30:00+00:00,2024-01-11 11:00:00+00:00
gpu-server07,4,gpu-server07:4,31.12877,violet-run-pipeline-gpu-f7x7d-4036679523,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-11 15:30:00+00:00,2024-01-11 23:00:00+00:00
gpu-server07,4,gpu-server07:4,86.96840281906704,violet-run-pipeline-gpu-24kd7-1782892583,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-12 07:15:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,5,gpu-server07:5,56.33755215479327,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,5,gpu-server07:5,73.72914977895667,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,5,gpu-server07:5,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,5,gpu-server07:5,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,5,gpu-server07:5,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,5,gpu-server07:5,45.55126722689077,violet-run-pipeline-gpu-qdm94-2147748742,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 04:00:00+00:00,2024-01-06 15:30:00+00:00
gpu-server07,5,gpu-server07:5,35.355133333333335,violet-run-pipeline-gpu-pqdqj-1187381983,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-10 23:30:00+00:00,2024-01-11 00:15:00+00:00
gpu-server07,5,gpu-server07:5,0.0,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:00:00+00:00,2024-01-11 10:15:00+00:00
gpu-server07,5,gpu-server07:5,79.6162,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:30:00+00:00,2024-01-11 10:45:00+00:00
gpu-server07,5,gpu-server07:5,28.60568333333334,violet-run-pipeline-gpu-f7x7d-4036679523,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-11 15:30:00+00:00,2024-01-11 23:00:00+00:00
gpu-server07,5,gpu-server07:5,85.81163669912868,violet-run-pipeline-gpu-24kd7-1782892583,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-12 07:15:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,6,gpu-server07:6,54.83590721196133,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,6,gpu-server07:6,69.805801945181,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,6,gpu-server07:6,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,6,gpu-server07:6,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,6,gpu-server07:6,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,6,gpu-server07:6,50.99068319327727,violet-run-pipeline-gpu-qdm94-2147748742,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 04:00:00+00:00,2024-01-06 15:30:00+00:00
gpu-server07,6,gpu-server07:6,0.0,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:00:00+00:00,2024-01-11 10:15:00+00:00
gpu-server07,6,gpu-server07:6,71.21925555555559,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 11:00:00+00:00,2024-01-12 07:15:00+00:00
gpu-server07,6,gpu-server07:6,50.91627741935484,violet-run-pipeline-gpu-2swhd-3169431857,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 23:30:00+00:00,2024-01-17 15:00:00+00:00
gpu-server07,6,gpu-server07:6,83.7300281360737,violet-run-pipeline-gpu-z4pw9-3679841355,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-17 22:15:00+00:00,2024-02-01 15:00:00+00:00
gpu-server07,7,gpu-server07:7,54.50583781882151,violet-run-pipeline-gpu-xwdr8-3777138010,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-27 07:30:00+00:00
gpu-server07,7,gpu-server07:7,70.28475906277625,violet-run-pipeline-gpu-cqxgz-1528876722,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-27 07:45:00+00:00,2024-01-01 16:00:00+00:00
gpu-server07,7,gpu-server07:7,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-01 16:15:00+00:00,2024-01-02 08:00:00+00:00
gpu-server07,7,gpu-server07:7,0.0,violet-run-pipeline-gpu-72s79-3342733295,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-03 04:15:00+00:00,2024-01-04 00:15:00+00:00
gpu-server07,7,gpu-server07:7,0.0,violet-run-pipeline-gpu-9d9xs-3001633694,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 00:30:00+00:00,2024-01-04 01:15:00+00:00
gpu-server07,7,gpu-server07:7,47.439464705882365,violet-run-pipeline-gpu-qdm94-2147748742,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-04 04:00:00+00:00,2024-01-06 15:30:00+00:00
gpu-server07,7,gpu-server07:7,74.39723755102047,violet-run-pipeline-gpu-h9k9h-1096992746,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-08 07:15:00+00:00,2024-01-10 20:30:00+00:00
gpu-server07,7,gpu-server07:7,70.87076463414633,violet-run-pipeline-gpu-7bv8q-4225584551,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-11 10:45:00+00:00,2024-01-12 07:15:00+00:00
gpu-server07,7,gpu-server07:7,0.0,violet-run-pipeline-gpu-8z68d-964333601,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2024-01-15 04:45:00+00:00,2024-01-15 05:15:00+00:00
gpu-server07,7,gpu-server07:7,51.82046290322579,violet-run-pipeline-gpu-2swhd-3169431857,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 23:30:00+00:00,2024-01-17 15:00:00+00:00
gpu-server07,7,gpu-server07:7,82.07281708008502,violet-run-pipeline-gpu-z4pw9-3679841355,task,ns-16909377696061704,red,"(1.0, 0.2684661775570866, 0.0, 1.0)",2024-01-17 22:15:00+00:00,2024-02-01 15:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1608-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-06 06:45:00+00:00,2023-11-06 07:30:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1615-0,instance,ns-1693886715473508,blue,"(0.0, 0.5099455980137799, 1.0, 1.0)",2023-11-06 08:30:00+00:00,2023-11-07 08:30:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1648-0,instance,ns-1693886715473508,blue,"(0.0, 0.5099455980137799, 1.0, 1.0)",2023-11-08 05:45:00+00:00,2023-11-08 06:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1650-0,instance,ns-1693886715473508,blue,"(0.0, 0.5099455980137799, 1.0, 1.0)",2023-11-08 06:30:00+00:00,2023-11-08 07:30:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1658-0,instance,ns-1693886715473508,blue,"(0.0, 0.5099455980137799, 1.0, 1.0)",2023-11-08 08:00:00+00:00,2023-11-09 01:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1823-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-14 04:30:00+00:00,2023-11-14 04:45:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1825-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-14 05:30:00+00:00,2023-11-14 07:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1847-0,instance,ns-1693886715473508,blue,"(0.0, 0.5099455980137799, 1.0, 1.0)",2023-11-15 02:15:00+00:00,2023-11-15 02:30:00+00:00
gpu-server10,0,gpu-server10:0,48.389502247191,violet-run-pipeline-gpu-w4475-3615018934,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-16 02:00:00+00:00,2023-11-17 00:15:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1899-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-17 04:30:00+00:00,2023-11-18 04:30:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1926-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-20 00:30:00+00:00,2023-11-20 02:45:00+00:00
gpu-server10,0,gpu-server10:0,0.1450231578947368,instance-1938-0,instance,ns-1693886715473508,blue,"(0.0, 0.5099455980137799, 1.0, 1.0)",2023-11-20 04:45:00+00:00,2023-11-21 04:30:00+00:00
gpu-server10,0,gpu-server10:0,30.09709479166668,instance-287-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-21 06:00:00+00:00,2023-11-22 06:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1578-0,instance,ns-16910219432627866,blue,"(1.0, 0.5369323551141733, 0.0, 1.0)",2023-11-22 06:45:00+00:00,2023-11-23 23:15:00+00:00
gpu-server10,0,gpu-server10:0,26.455017541229346,instance-1463-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-24 01:15:00+00:00,2023-12-01 00:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-2128-0,instance,ns-16909388986811123,blue,"(0.8323852897716538, 0.0, 1.0, 1.0)",2023-12-01 04:30:00+00:00,2023-12-01 05:30:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1618-0,instance,ns-16904409679649498,blue,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-01 06:30:00+00:00,2023-12-02 05:45:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-2079-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-12-04 03:45:00+00:00,2023-12-06 04:15:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-2196-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-12-06 04:45:00+00:00,2023-12-09 00:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-2225-0,instance,ns-16904409679649498,blue,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-10 23:00:00+00:00,2023-12-11 23:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1326-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-12-14 04:45:00+00:00,2023-12-15 04:45:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1042-0,instance,ns-16909522304989927,blue,"(0.6576691122145667, 1.0, 0.0, 1.0)",2023-12-16 23:00:00+00:00,2023-12-17 23:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1576-0,instance,ns-16904374776309414,blue,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-12-18 05:00:00+00:00,2023-12-19 05:00:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-1042-0,instance,ns-16909522304989927,blue,"(0.6576691122145667, 1.0, 0.0, 1.0)",2023-12-19 05:45:00+00:00,2023-12-20 05:45:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-2276-0,instance,ns-16904458533318198,blue,"(1.0, 0.0, 0.0, 1.0)",2023-12-20 07:00:00+00:00,2023-12-21 05:15:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-2224-0,instance,ns-16904409679649498,blue,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-21 23:45:00+00:00,2023-12-22 23:45:00+00:00
gpu-server10,0,gpu-server10:0,0.0,instance-2303-0,instance,ns-16904409679649498,blue,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-26 00:30:00+00:00,2023-12-26 01:45:00+00:00
